experiment_filename,original_filename,subcategory,category,memorability_score,type
highmem_33.jpg,n07717556_3949.jpg,butternut squash,food,0.948453608247423,highmem
highmem_34.jpg,n07717556_2632.jpg,butternut squash,food,0.942857142857143,highmem
lowmem_33.jpg,n07717556_4254.jpg,butternut squash,food,0.694736842105263,lowmem
lowmem_34.jpg,n07717556_5513.jpg,butternut squash,food,0.663716814159292,lowmem
highmem_35.jpg,n02934451_22981.jpg,cable car,vehicle,0.842696629213483,highmem
highmem_36.jpg,n04231693_24662.jpg,cable car,vehicle,0.83695652173913,highmem
lowmem_35.jpg,n02934451_1210.jpg,cable car,vehicle,0.479166666666667,lowmem
lowmem_36.jpg,n04231693_3038.jpg,cable car,vehicle,0.466019417475728,lowmem
highmem_37.jpg,000000038701.jpg,cake,food,0.963414634146341,highmem
highmem_38.jpg,n07594066_3110.jpg,cake,food,0.959183673469388,highmem
lowmem_37.jpg,n07801508_1807.jpg,cake,food,0.681159420289855,lowmem
lowmem_38.jpg,n07801508_15792.jpg,cake,food,0.576086956521739,lowmem
highmem_39.jpg,n02946348_11646.jpg,camper,vehicle,0.894736842105263,highmem
highmem_40.jpg,n02946348_11195.jpg,camper,vehicle,0.892156862745098,highmem
lowmem_39.jpg,n02946348_29473.jpg,camper,vehicle,0.591666666666667,lowmem
lowmem_40.jpg,n02946348_30836.jpg,camper,vehicle,0.584158415841584,lowmem
highmem_41.jpg,n04166281_2258.jpg,car,vehicle,0.868131868131868,highmem
highmem_42.jpg,n04166281_5699.jpg,car,vehicle,0.862745098039216,highmem
lowmem_41.jpg,000000449872.jpg,car,vehicle,0.475728155339806,lowmem
lowmem_42.jpg,000000409126.jpg,car,vehicle,0.469879518072289,lowmem
highmem_43.jpg,000000543264.jpg,cat,animal,0.97752808988764,highmem
highmem_44.jpg,000000352117.jpg,cat,animal,0.968421052631579,highmem
lowmem_43.jpg,000000382710.jpg,cat,animal,0.692307692307692,lowmem
lowmem_44.jpg,000000117407.jpg,cat,animal,0.685714285714286,lowmem
highmem_45.jpg,n07893642_22875.jpg,champagne,food,0.925,highmem
highmem_46.jpg,n07893642_28634.jpg,champagne,food,0.91588785046729,highmem
